1574515438000,41,45,122,100,54
1574515440000,46,43,122,105,50
1574515441000,44,41,117,104,53
1574515443000,42,43,120,95,53
1574515444000,39,46,129,103,55
1574515445000,38,44,123,93,48
1574515447000,45,45,129,97,51
1574515448000,44,41,124,95,54
1574515450000,40,40,125,97,51
1574515451000,41,40,120,99,58
1574515452000,41,41,127,99,46
1574515454000,41,38,123,96,53
1574515455000,44,40,125,100,53
1574515457000,44,43,127,99,59
1574515458000,44,46,124,98,57
1574515459000,41,39,123,101,50
1574515461000,45,41,121,93,55
1574515462000,42,40,125,99,50
1574515464000,43,43,123,94,54
1574515465000,43,42,123,102,52
1574515467000,40,41,123,101,57
1574515468000,42,42,119,92,49
1574515469000,42,40,121,97,49
1574515471000,41,42,127,97,54
1574515472000,41,42,128,91,64
1574515474000,41,48,122,94,53
1574515475000,41,45,126,101,54
1574515476000,46,43,129,105,51
1574515478000,43,44,127,100,53
1574515479000,39,41,124,96,54
1574515481000,42,42,128,96,58
1574515482000,42,35,126,90,55
1574515483000,42,40,121,105,49
1574515485000,38,44,120,104,52
1574515486000,41,41,118,94,48
1574515488000,39,42,118,97,50
1574515489000,46,42,118,100,51
1574515491000,43,40,124,101,58
1574515492000,42,39,125,96,48
1574515493000,38,41,129,94,52
1574515495000,44,39,125,98,59
1574515496000,39,42,119,101,49
1574515498000,45,44,116,99,56
1574515499000,43,44,126,95,55
1574515500000,41,42,118,96,56
1574515502000,44,41,126,98,57
1574515503000,42,42,121,99,52
1574515505000,42,41,128,99,52
1574515506000,42,37,123,99,50
1574515507000,37,42,127,94,56
1574515509000,41,43,120,96,57
1574515510000,42,37,124,96,55
1574515512000,44,45,123,98,51
1574515513000,40,42,125,101,57
1574515515000,44,44,126,100,51
1574515516000,46,40,115,102,53
1574515517000,48,42,124,96,57
1574515519000,42,39,122,93,56
1574515520000,41,44,120,98,56
1574515522000,42,41,126,99,59
1574515523000,40,43,127,99,55
1574515524000,45,46,123,90,55
1574515526000,43,48,127,99,55
1574515527000,43,42,132,104,53
1574515529000,49,39,119,104,54
1574515530000,42,34,125,105,56
1574515531000,38,42,129,103,56
1574515533000,41,40,120,103,52
1574515534000,42,41,116,106,58
1574515536000,39,46,123,96,56
1574515537000,43,40,130,99,55
1574515538000,43,44,125,100,54
1574515540000,46,43,130,103,57
1574515541000,41,38,118,101,58
1574515543000,38,41,132,93,58
1574515544000,39,34,119,92,55
1574515546000,44,42,131,95,54
1574515547000,42,38,120,98,56
1574515548000,45,42,114,96,55
1574515550000,39,37,131,110,56
1574515551000,39,39,117,101,49
1574515553000,41,42,123,104,55
1574515554000,45,47,124,91,50
1574515555000,42,39,129,99,52
1574515557000,44,40,120,95,49
1574515558000,40,43,125,96,50
1574515560000,41,41,117,95,54
1574515561000,43,39,113,95,57
1574515562000,46,40,131,98,50
1574515564000,38,43,115,93,54
1574515565000,40,42,128,96,57
1574515567000,43,41,119,101,50
1574515568000,43,40,127,96,59
1574515570000,43,42,125,101,51
1574515571000,41,44,116,92,50
1574515572000,39,42,122,95,49
1574515574000,43,45,122,99,52
1574515575000,37,46,114,99,53
1574515577000,48,45,127,97,49
1574515578000,46,42,125,99,54
1574515579000,38,42,127,92,55
1574515581000,41,41,124,91,48
1574515582000,43,43,125,99,53
1574515584000,42,42,125,93,47
1574515585000,42,40,132,102,59
1574515586000,42,44,128,95,53
1574515588000,43,42,127,99,53
1574515589000,46,45,125,98,48
1574515591000,41,44,126,103,55
1574515599000,44,38,128,88,51
1574515600000,42,42,126,99,51
1574515601000,46,42,121,101,50
1574515603000,45,41,131,101,50
1574515604000,43,37,124,95,53
1574515606000,42,42,123,104,52
1574515607000,48,40,113,99,60
1574515608000,45,39,126,94,58
1574515610000,47,41,126,95,51
1574515611000,42,41,129,99,56
1574515613000,42,41,125,104,58
1574515614000,40,41,125,94,58
1574515615000,44,39,126,92,54
1574515617000,45,40,121,100,56
1574515618000,45,43,126,92,54
1574515620000,45,44,129,96,54
1574515621000,45,41,123,94,55
1574515622000,47,46,119,104,57
1574515624000,40,36,127,104,56
1574515625000,44,40,126,93,55
1574515627000,45,42,125,88,54
1574515628000,39,45,120,103,56
1574515630000,43,42,119,98,54
1574515631000,41,41,126,100,57
1574515632000,40,46,123,102,59
1574515634000,47,40,122,91,57
1574515635000,44,39,123,99,58
1574515637000,40,42,129,94,55
